"Step","prior10-4cycle - train_metric","prior10-4cycle - train_metric__MIN","prior10-4cycle - train_metric__MAX"
"717","0.71872","0.71872","0.71872"
"718","0.71892","0.71892","0.71892"
"719","0.71988","0.71988","0.71988"
"720","0.72188","0.72188","0.72188"
"721","0.71704","0.71704","0.71704"
"722","0.72768","0.72768","0.72768"
"723","0.72468","0.72468","0.72468"
"724","0.72356","0.72356","0.72356"
"725","0.71224","0.71224","0.71224"
"726","0.71764","0.71764","0.71764"
"727","0.72224","0.72224","0.72224"
"728","0.73452","0.73452","0.73452"
"729","0.73896","0.73896","0.73896"
"730","0.73728","0.73728","0.73728"
"731","0.7176","0.7176","0.7176"
"732","0.73444","0.73444","0.73444"
"733","0.72948","0.72948","0.72948"
"734","0.73332","0.73332","0.73332"
"735","0.73144","0.73144","0.73144"
"736","0.74112","0.74112","0.74112"
"737","0.73804","0.73804","0.73804"
"738","0.74","0.74","0.74"
"739","0.73744","0.73744","0.73744"
"740","0.7486","0.7486","0.7486"
"741","0.75648","0.75648","0.75648"
"742","0.76444","0.76444","0.76444"
"743","0.7548","0.7548","0.7548"
"744","0.75276","0.75276","0.75276"
"745","0.7608","0.7608","0.7608"
"746","0.751","0.751","0.751"
"747","0.75188","0.75188","0.75188"
"748","0.75472","0.75472","0.75472"
"749","0.755","0.755","0.755"
"750","0.75812","0.75812","0.75812"
"751","0.7632","0.7632","0.7632"
"752","0.75688","0.75688","0.75688"
"753","0.76116","0.76116","0.76116"
"754","0.75568","0.75568","0.75568"
"755","0.75428","0.75428","0.75428"
"756","0.75812","0.75812","0.75812"
"757","0.75492","0.75492","0.75492"
"758","0.75728","0.75728","0.75728"
"759","0.75764","0.75764","0.75764"
"760","0.758","0.758","0.758"
"761","0.75712","0.75712","0.75712"
"762","0.75812","0.75812","0.75812"
"763","0.76016","0.76016","0.76016"
"764","0.75996","0.75996","0.75996"
"765","0.75272","0.75272","0.75272"
"766","0.75808","0.75808","0.75808"
"767","0.75972","0.75972","0.75972"
"768","0.75832","0.75832","0.75832"
"769","0.75632","0.75632","0.75632"
"770","0.75632","0.75632","0.75632"
"771","0.75916","0.75916","0.75916"
"772","0.76016","0.76016","0.76016"
"773","0.76376","0.76376","0.76376"
"774","0.75888","0.75888","0.75888"
"775","0.75776","0.75776","0.75776"
"776","0.75352","0.75352","0.75352"
"777","0.7604","0.7604","0.7604"
"778","0.7498","0.7498","0.7498"
"779","0.75428","0.75428","0.75428"
"780","0.75452","0.75452","0.75452"
"781","0.7582","0.7582","0.7582"
"782","0.75532","0.75532","0.75532"
"783","0.7566","0.7566","0.7566"
"784","0.75816","0.75816","0.75816"
"785","0.75708","0.75708","0.75708"
"786","0.75892","0.75892","0.75892"
"787","0.75144","0.75144","0.75144"
"788","0.7578","0.7578","0.7578"
"789","0.75644","0.75644","0.75644"
"790","0.75588","0.75588","0.75588"
"791","0.75404","0.75404","0.75404"
"792","0.75404","0.75404","0.75404"
"793","0.76044","0.76044","0.76044"
"794","0.75496","0.75496","0.75496"
"795","0.75088","0.75088","0.75088"
"796","0.75996","0.75996","0.75996"
"797","0.75516","0.75516","0.75516"
"798","0.75856","0.75856","0.75856"
"799","0.76052","0.76052","0.76052"
"800","0.7526","0.7526","0.7526"
"801","0.75804","0.75804","0.75804"
"802","0.75612","0.75612","0.75612"
"803","0.75276","0.75276","0.75276"
"804","0.75772","0.75772","0.75772"
"805","0.7562","0.7562","0.7562"
"806","0.75524","0.75524","0.75524"
"807","0.75496","0.75496","0.75496"
"808","0.75564","0.75564","0.75564"
"809","0.75112","0.75112","0.75112"
"810","0.75528","0.75528","0.75528"
"811","0.75228","0.75228","0.75228"
"812","0.75744","0.75744","0.75744"
"813","0.756","0.756","0.756"
"814","0.754","0.754","0.754"
"815","0.75448","0.75448","0.75448"
"816","0.75596","0.75596","0.75596"
"817","0.75524","0.75524","0.75524"
"818","0.7554","0.7554","0.7554"
"819","0.75492","0.75492","0.75492"
"820","0.75944","0.75944","0.75944"
"821","0.75212","0.75212","0.75212"
"822","0.7512","0.7512","0.7512"
"823","0.75352","0.75352","0.75352"
"824","0.7586","0.7586","0.7586"
"825","0.75512","0.75512","0.75512"
"826","0.7542","0.7542","0.7542"
"827","0.75764","0.75764","0.75764"
"828","0.75476","0.75476","0.75476"
"829","0.75548","0.75548","0.75548"
"830","0.75796","0.75796","0.75796"
"831","0.75588","0.75588","0.75588"
"832","0.75628","0.75628","0.75628"
"833","0.75492","0.75492","0.75492"
"834","0.75388","0.75388","0.75388"
"835","0.75616","0.75616","0.75616"
"836","0.75692","0.75692","0.75692"
"837","0.7566","0.7566","0.7566"
"838","0.75716","0.75716","0.75716"
"839","0.75772","0.75772","0.75772"
"840","0.7548","0.7548","0.7548"
"841","0.75084","0.75084","0.75084"
"842","0.75376","0.75376","0.75376"
"843","0.75452","0.75452","0.75452"
"844","0.7526","0.7526","0.7526"
"845","0.759","0.759","0.759"
"846","0.75932","0.75932","0.75932"
"847","0.7708","0.7708","0.7708"
"848","0.77288","0.77288","0.77288"
"849","0.77184","0.77184","0.77184"
"850","0.76224","0.76224","0.76224"
"851","0.75416","0.75416","0.75416"
"852","0.75664","0.75664","0.75664"
"853","0.75588","0.75588","0.75588"
"854","0.75248","0.75248","0.75248"
"855","0.75","0.75","0.75"
"856","0.7524","0.7524","0.7524"
"857","0.75528","0.75528","0.75528"
"858","0.7708","0.7708","0.7708"
"859","0.7672","0.7672","0.7672"
"860","0.77184","0.77184","0.77184"
"861","0.76844","0.76844","0.76844"
"862","0.77068","0.77068","0.77068"
"863","0.77028","0.77028","0.77028"
"864","0.75656","0.75656","0.75656"
"865","0.7716","0.7716","0.7716"
"866","0.77504","0.77504","0.77504"
"867","0.7664","0.7664","0.7664"
"868","0.7698","0.7698","0.7698"
"869","0.77024","0.77024","0.77024"
"870","0.76712","0.76712","0.76712"
"871","0.77076","0.77076","0.77076"
"872","0.77476","0.77476","0.77476"
"873","0.75712","0.75712","0.75712"
"874","0.77004","0.77004","0.77004"
"875","0.76548","0.76548","0.76548"
"876","0.7722","0.7722","0.7722"
"877","0.75812","0.75812","0.75812"
"878","0.77084","0.77084","0.77084"
"879","0.7686","0.7686","0.7686"
"880","0.76564","0.76564","0.76564"
"881","0.77064","0.77064","0.77064"
"882","0.76648","0.76648","0.76648"
"883","0.77044","0.77044","0.77044"
"884","0.77188","0.77188","0.77188"
"885","0.76784","0.76784","0.76784"
"886","0.77136","0.77136","0.77136"
"887","0.7714","0.7714","0.7714"
"888","0.77176","0.77176","0.77176"
"889","0.773","0.773","0.773"
"890","0.76828","0.76828","0.76828"
"891","0.7718","0.7718","0.7718"
"892","0.76616","0.76616","0.76616"
"893","0.76588","0.76588","0.76588"
"894","0.7688","0.7688","0.7688"
"895","0.7722","0.7722","0.7722"
"896","0.77352","0.77352","0.77352"
"897","0.7698","0.7698","0.7698"
"898","0.76756","0.76756","0.76756"
"899","0.767","0.767","0.767"
"900","0.77112","0.77112","0.77112"
"901","0.76816","0.76816","0.76816"
"902","0.7692","0.7692","0.7692"
"903","0.77272","0.77272","0.77272"
"904","0.77016","0.77016","0.77016"
"905","0.76788","0.76788","0.76788"
"906","0.7718","0.7718","0.7718"
"907","0.76924","0.76924","0.76924"
"908","0.77232","0.77232","0.77232"
"909","0.76564","0.76564","0.76564"
"910","0.77256","0.77256","0.77256"
"911","0.76868","0.76868","0.76868"
"912","0.77048","0.77048","0.77048"
"913","0.76928","0.76928","0.76928"
"914","0.77024","0.77024","0.77024"
"915","0.7696","0.7696","0.7696"
"916","0.7694","0.7694","0.7694"
"917","0.7678","0.7678","0.7678"
"918","0.77348","0.77348","0.77348"
"919","0.77236","0.77236","0.77236"
"920","0.7664","0.7664","0.7664"
"921","0.76692","0.76692","0.76692"
"922","0.77184","0.77184","0.77184"
"923","0.76824","0.76824","0.76824"
"924","0.7728","0.7728","0.7728"
"925","0.77288","0.77288","0.77288"
"926","0.77344","0.77344","0.77344"
"927","0.76848","0.76848","0.76848"
"928","0.767","0.767","0.767"
"929","0.77048","0.77048","0.77048"
"930","0.7692","0.7692","0.7692"
"931","0.77208","0.77208","0.77208"
"932","0.77072","0.77072","0.77072"
"933","0.76364","0.76364","0.76364"
"934","0.77212","0.77212","0.77212"
"935","0.77256","0.77256","0.77256"
"936","0.77296","0.77296","0.77296"
"937","0.76916","0.76916","0.76916"
"938","0.7734","0.7734","0.7734"
"939","0.76524","0.76524","0.76524"
"940","0.76844","0.76844","0.76844"
"941","0.76816","0.76816","0.76816"
"942","0.76556","0.76556","0.76556"
"943","0.76992","0.76992","0.76992"
"944","0.76828","0.76828","0.76828"
"945","0.76884","0.76884","0.76884"
"946","0.77268","0.77268","0.77268"
"947","0.76636","0.76636","0.76636"
"948","0.77032","0.77032","0.77032"
"949","0.76756","0.76756","0.76756"
"950","0.76608","0.76608","0.76608"
"951","0.76772","0.76772","0.76772"
"952","0.77112","0.77112","0.77112"
"953","0.77132","0.77132","0.77132"
"954","0.77196","0.77196","0.77196"
"955","0.769","0.769","0.769"
"956","0.7726","0.7726","0.7726"
"957","0.77148","0.77148","0.77148"
"958","0.77264","0.77264","0.77264"
"959","0.77192","0.77192","0.77192"
"960","0.76964","0.76964","0.76964"
"961","0.76688","0.76688","0.76688"
"962","0.76564","0.76564","0.76564"
"963","0.76972","0.76972","0.76972"
"964","0.76776","0.76776","0.76776"
"965","0.774","0.774","0.774"
"966","0.77064","0.77064","0.77064"
"967","0.772","0.772","0.772"
"968","0.76332","0.76332","0.76332"
"969","0.77268","0.77268","0.77268"
"970","0.7682","0.7682","0.7682"
"971","0.7682","0.7682","0.7682"
"972","0.77188","0.77188","0.77188"
"973","0.76996","0.76996","0.76996"
"974","0.76928","0.76928","0.76928"
"975","0.76528","0.76528","0.76528"
"976","0.77","0.77","0.77"
"977","0.76852","0.76852","0.76852"
"978","0.77132","0.77132","0.77132"
"979","0.77176","0.77176","0.77176"
"980","0.77336","0.77336","0.77336"
"981","0.77112","0.77112","0.77112"
"982","0.7734","0.7734","0.7734"
"983","0.77228","0.77228","0.77228"
"984","0.76828","0.76828","0.76828"
"985","0.7666","0.7666","0.7666"
"986","0.76828","0.76828","0.76828"
"987","0.7662","0.7662","0.7662"
"988","0.76788","0.76788","0.76788"
"989","0.76744","0.76744","0.76744"
"990","0.77184","0.77184","0.77184"
"991","0.77016","0.77016","0.77016"
"992","0.76888","0.76888","0.76888"
"993","0.77372","0.77372","0.77372"
"994","0.7702","0.7702","0.7702"
"995","0.77252","0.77252","0.77252"
"996","0.77128","0.77128","0.77128"
"997","0.77432","0.77432","0.77432"
"998","0.76672","0.76672","0.76672"
"999","0.766","0.766","0.766"
"1000","0.76616","0.76616","0.76616"
"1001","0.76968","0.76968","0.76968"
"1002","0.76924","0.76924","0.76924"
"1003","0.7694","0.7694","0.7694"
"1004","0.76732","0.76732","0.76732"
"1005","0.77108","0.77108","0.77108"
"1006","0.7682","0.7682","0.7682"
"1007","0.76608","0.76608","0.76608"
"1008","0.7668","0.7668","0.7668"
"1009","0.76836","0.76836","0.76836"
"1010","0.767","0.767","0.767"
"1011","0.7682","0.7682","0.7682"
"1012","0.77216","0.77216","0.77216"
"1013","0.77248","0.77248","0.77248"
"1014","0.76804","0.76804","0.76804"
"1015","0.76688","0.76688","0.76688"
"1016","0.76884","0.76884","0.76884"
"1017","0.76816","0.76816","0.76816"
"1018","0.76692","0.76692","0.76692"
"1019","0.7682","0.7682","0.7682"
"1020","0.77172","0.77172","0.77172"
"1021","0.7698","0.7698","0.7698"
"1022","0.76648","0.76648","0.76648"
"1023","0.76796","0.76796","0.76796"
"1024","0.7682","0.7682","0.7682"
"1025","0.77364","0.77364","0.77364"
"1026","0.77108","0.77108","0.77108"
"1027","0.7696","0.7696","0.7696"
"1028","0.76328","0.76328","0.76328"
"1029","0.76984","0.76984","0.76984"
"1030","0.77256","0.77256","0.77256"
"1031","0.77108","0.77108","0.77108"
"1032","0.77036","0.77036","0.77036"
"1033","0.76732","0.76732","0.76732"
"1034","0.76952","0.76952","0.76952"
"1035","0.76996","0.76996","0.76996"
"1036","0.76928","0.76928","0.76928"
"1037","0.77008","0.77008","0.77008"
"1038","0.76976","0.76976","0.76976"
"1039","0.76772","0.76772","0.76772"
"1040","0.77048","0.77048","0.77048"
"1041","0.76988","0.76988","0.76988"
"1042","0.77212","0.77212","0.77212"
"1043","0.76748","0.76748","0.76748"
"1044","0.768","0.768","0.768"
"1045","0.7744","0.7744","0.7744"
"1046","0.77512","0.77512","0.77512"
"1047","0.7696","0.7696","0.7696"
"1048","0.76992","0.76992","0.76992"
"1049","0.76612","0.76612","0.76612"
"1050","0.76928","0.76928","0.76928"
"1051","0.77108","0.77108","0.77108"
"1052","0.76664","0.76664","0.76664"
"1053","0.77156","0.77156","0.77156"
"1054","0.76868","0.76868","0.76868"
"1055","0.76752","0.76752","0.76752"
"1056","0.77132","0.77132","0.77132"
"1057","0.76876","0.76876","0.76876"
"1058","0.77484","0.77484","0.77484"
"1059","0.76508","0.76508","0.76508"
"1060","0.77132","0.77132","0.77132"
"1061","0.76876","0.76876","0.76876"
"1062","0.76956","0.76956","0.76956"
"1063","0.7738","0.7738","0.7738"
"1064","0.77044","0.77044","0.77044"
"1065","0.76708","0.76708","0.76708"
"1066","0.77216","0.77216","0.77216"
"1067","0.77116","0.77116","0.77116"
"1068","0.76812","0.76812","0.76812"
"1069","0.76924","0.76924","0.76924"
"1070","0.76508","0.76508","0.76508"
"1071","0.77052","0.77052","0.77052"
"1072","0.76688","0.76688","0.76688"
"1073","0.76784","0.76784","0.76784"
"1074","0.77004","0.77004","0.77004"
"1075","0.7702","0.7702","0.7702"
"1076","0.76572","0.76572","0.76572"
"1077","0.76736","0.76736","0.76736"
"1078","0.76972","0.76972","0.76972"
"1079","0.77176","0.77176","0.77176"
"1080","0.77076","0.77076","0.77076"
"1081","0.76668","0.76668","0.76668"
"1082","0.76956","0.76956","0.76956"
"1083","0.7694","0.7694","0.7694"
"1084","0.76836","0.76836","0.76836"
"1085","0.7716","0.7716","0.7716"
"1086","0.7664","0.7664","0.7664"
"1087","0.77324","0.77324","0.77324"
"1088","0.77068","0.77068","0.77068"
"1089","0.77024","0.77024","0.77024"
"1090","0.767","0.767","0.767"
"1091","0.76836","0.76836","0.76836"
"1092","0.76684","0.76684","0.76684"
"1093","0.77496","0.77496","0.77496"
"1094","0.7712","0.7712","0.7712"
"1095","0.76864","0.76864","0.76864"
"1096","0.76952","0.76952","0.76952"
"1097","0.76948","0.76948","0.76948"
"1098","0.76796","0.76796","0.76796"
"1099","0.77092","0.77092","0.77092"
"1100","0.76864","0.76864","0.76864"
"1101","0.7716","0.7716","0.7716"
"1102","0.76788","0.76788","0.76788"
"1103","0.77296","0.77296","0.77296"
"1104","0.77032","0.77032","0.77032"
"1105","0.76776","0.76776","0.76776"
"1106","0.76832","0.76832","0.76832"
"1107","0.76816","0.76816","0.76816"
"1108","0.76796","0.76796","0.76796"
"1109","0.77","0.77","0.77"
"1110","0.77124","0.77124","0.77124"
"1111","0.77132","0.77132","0.77132"
"1112","0.77004","0.77004","0.77004"
"1113","0.76836","0.76836","0.76836"
"1114","0.76964","0.76964","0.76964"
"1115","0.77296","0.77296","0.77296"
"1116","0.76612","0.76612","0.76612"
"1117","0.76996","0.76996","0.76996"
"1118","0.77188","0.77188","0.77188"
"1119","0.76656","0.76656","0.76656"
"1120","0.77188","0.77188","0.77188"
"1121","0.77028","0.77028","0.77028"
"1122","0.7678","0.7678","0.7678"
"1123","0.7698","0.7698","0.7698"
"1124","0.76968","0.76968","0.76968"
"1125","0.77052","0.77052","0.77052"
"1126","0.77216","0.77216","0.77216"
"1127","0.77108","0.77108","0.77108"
"1128","0.76848","0.76848","0.76848"
"1129","0.76416","0.76416","0.76416"
"1130","0.76944","0.76944","0.76944"
"1131","0.7764","0.7764","0.7764"
"1132","0.76856","0.76856","0.76856"
"1133","0.77028","0.77028","0.77028"
"1134","0.77092","0.77092","0.77092"
"1135","0.7676","0.7676","0.7676"
"1136","0.76952","0.76952","0.76952"
"1137","0.76332","0.76332","0.76332"
"1138","0.7706","0.7706","0.7706"
"1139","0.76992","0.76992","0.76992"
"1140","0.77016","0.77016","0.77016"
"1141","0.7736","0.7736","0.7736"
"1142","0.76864","0.76864","0.76864"
"1143","0.7696","0.7696","0.7696"
"1144","0.77284","0.77284","0.77284"
"1145","0.76748","0.76748","0.76748"
"1146","0.77216","0.77216","0.77216"
"1147","0.76808","0.76808","0.76808"
"1148","0.77048","0.77048","0.77048"
"1149","0.77432","0.77432","0.77432"
"1150","0.77184","0.77184","0.77184"
"1151","0.76868","0.76868","0.76868"
"1152","0.76588","0.76588","0.76588"
"1153","0.77","0.77","0.77"
"1154","0.76844","0.76844","0.76844"
"1155","0.7694","0.7694","0.7694"
"1156","0.77296","0.77296","0.77296"
"1157","0.7698","0.7698","0.7698"
"1158","0.76964","0.76964","0.76964"
"1159","0.7676","0.7676","0.7676"
"1160","0.7674","0.7674","0.7674"
"1161","0.77104","0.77104","0.77104"
"1162","0.77124","0.77124","0.77124"
"1163","0.77088","0.77088","0.77088"
"1164","0.77304","0.77304","0.77304"
"1165","0.76768","0.76768","0.76768"
"1166","0.77292","0.77292","0.77292"
"1167","0.77128","0.77128","0.77128"
"1168","0.76924","0.76924","0.76924"
"1169","0.76908","0.76908","0.76908"
"1170","0.76992","0.76992","0.76992"
"1171","0.77124","0.77124","0.77124"
"1172","0.77208","0.77208","0.77208"
"1173","0.76836","0.76836","0.76836"
"1174","0.76812","0.76812","0.76812"
"1175","0.76764","0.76764","0.76764"
"1176","0.77104","0.77104","0.77104"
"1177","0.769","0.769","0.769"
"1178","0.76908","0.76908","0.76908"
"1179","0.77032","0.77032","0.77032"
"1180","0.77096","0.77096","0.77096"
"1181","0.77152","0.77152","0.77152"
"1182","0.77132","0.77132","0.77132"
"1183","0.76924","0.76924","0.76924"
"1184","0.76928","0.76928","0.76928"
"1185","0.76852","0.76852","0.76852"
"1186","0.77276","0.77276","0.77276"
"1187","0.77352","0.77352","0.77352"
"1188","0.77116","0.77116","0.77116"
"1189","0.76824","0.76824","0.76824"
"1190","0.76744","0.76744","0.76744"
"1191","0.76968","0.76968","0.76968"
"1192","0.77256","0.77256","0.77256"
"1193","0.77092","0.77092","0.77092"
"1194","0.76808","0.76808","0.76808"
"1195","0.77052","0.77052","0.77052"
"1196","0.77428","0.77428","0.77428"
"1197","0.76968","0.76968","0.76968"
"1198","0.77588","0.77588","0.77588"
"1199","0.76776","0.76776","0.76776"
"1200","0.76568","0.76568","0.76568"
"1201","0.76888","0.76888","0.76888"
"1202","0.76976","0.76976","0.76976"
"1203","0.76944","0.76944","0.76944"
"1204","0.77044","0.77044","0.77044"
"1205","0.76868","0.76868","0.76868"
"1206","0.77048","0.77048","0.77048"
"1207","0.76976","0.76976","0.76976"
"1208","0.76868","0.76868","0.76868"
"1209","0.7722","0.7722","0.7722"
"1210","0.772","0.772","0.772"
"1211","0.77088","0.77088","0.77088"
"1212","0.77184","0.77184","0.77184"
"1213","0.76748","0.76748","0.76748"
"1214","0.767","0.767","0.767"
"1215","0.76616","0.76616","0.76616"
"1216","0.77088","0.77088","0.77088"
"1217","0.7668","0.7668","0.7668"
"1218","0.77124","0.77124","0.77124"
"1219","0.76876","0.76876","0.76876"
"1220","0.767","0.767","0.767"
"1221","0.7712","0.7712","0.7712"
"1222","0.76972","0.76972","0.76972"
"1223","0.76952","0.76952","0.76952"
"1224","0.76684","0.76684","0.76684"
"1225","0.77068","0.77068","0.77068"
"1226","0.77172","0.77172","0.77172"
"1227","0.7724","0.7724","0.7724"
"1228","0.76984","0.76984","0.76984"
"1229","0.7674","0.7674","0.7674"
"1230","0.7666","0.7666","0.7666"
"1231","0.76972","0.76972","0.76972"
"1232","0.7676","0.7676","0.7676"
"1233","0.7684","0.7684","0.7684"
"1234","0.7728","0.7728","0.7728"
"1235","0.76772","0.76772","0.76772"
"1236","0.76892","0.76892","0.76892"
"1237","0.7706","0.7706","0.7706"
"1238","0.77152","0.77152","0.77152"
"1239","0.76876","0.76876","0.76876"
"1240","0.76904","0.76904","0.76904"
"1241","0.76908","0.76908","0.76908"
"1242","0.7704","0.7704","0.7704"
"1243","0.77288","0.77288","0.77288"
"1244","0.77128","0.77128","0.77128"
"1245","0.77232","0.77232","0.77232"
"1246","0.76808","0.76808","0.76808"
"1247","0.77104","0.77104","0.77104"
"1248","0.76632","0.76632","0.76632"
"1249","0.77092","0.77092","0.77092"
"1250","0.7722","0.7722","0.7722"
"1251","0.77356","0.77356","0.77356"
"1252","0.76908","0.76908","0.76908"
"1253","0.76928","0.76928","0.76928"
"1254","0.76748","0.76748","0.76748"
"1255","0.77024","0.77024","0.77024"
"1256","0.76932","0.76932","0.76932"
"1257","0.76776","0.76776","0.76776"
"1258","0.771","0.771","0.771"
"1259","0.76736","0.76736","0.76736"
"1260","0.77412","0.77412","0.77412"
"1261","0.77008","0.77008","0.77008"
"1262","0.76948","0.76948","0.76948"
"1263","0.7708","0.7708","0.7708"
"1264","0.76824","0.76824","0.76824"
"1265","0.76404","0.76404","0.76404"
"1266","0.76488","0.76488","0.76488"
"1267","0.76844","0.76844","0.76844"
"1268","0.76668","0.76668","0.76668"
"1269","0.76924","0.76924","0.76924"
"1270","0.7666","0.7666","0.7666"
"1271","0.77208","0.77208","0.77208"
"1272","0.77244","0.77244","0.77244"
"1273","0.76756","0.76756","0.76756"
"1274","0.7688","0.7688","0.7688"
"1275","0.76648","0.76648","0.76648"
"1276","0.7708","0.7708","0.7708"
"1277","0.77368","0.77368","0.77368"
"1278","0.76956","0.76956","0.76956"
"1279","0.77084","0.77084","0.77084"
"1280","0.77136","0.77136","0.77136"
"1281","0.76988","0.76988","0.76988"
"1282","0.77288","0.77288","0.77288"
"1283","0.76768","0.76768","0.76768"
"1284","0.7692","0.7692","0.7692"
"1285","0.77136","0.77136","0.77136"
"1286","0.77252","0.77252","0.77252"
"1287","0.7668","0.7668","0.7668"
"1288","0.76948","0.76948","0.76948"
"1289","0.7732","0.7732","0.7732"
"1290","0.77196","0.77196","0.77196"
"1291","0.77376","0.77376","0.77376"
"1292","0.77044","0.77044","0.77044"
"1293","0.77284","0.77284","0.77284"
"1294","0.77096","0.77096","0.77096"
"1295","0.77096","0.77096","0.77096"
"1296","0.76564","0.76564","0.76564"
"1297","0.77412","0.77412","0.77412"
"1298","0.77136","0.77136","0.77136"
"1299","0.7696","0.7696","0.7696"
"1300","0.76784","0.76784","0.76784"
"1301","0.77092","0.77092","0.77092"
"1302","0.76632","0.76632","0.76632"
"1303","0.7696","0.7696","0.7696"
"1304","0.7716","0.7716","0.7716"
"1305","0.76992","0.76992","0.76992"
"1306","0.76824","0.76824","0.76824"
"1307","0.7726","0.7726","0.7726"
"1308","0.7672","0.7672","0.7672"
"1309","0.76636","0.76636","0.76636"
"1310","0.77056","0.77056","0.77056"
"1311","0.7704","0.7704","0.7704"
"1312","0.76928","0.76928","0.76928"
"1313","0.76808","0.76808","0.76808"
"1314","0.76908","0.76908","0.76908"
"1315","0.7698","0.7698","0.7698"
"1316","0.77","0.77","0.77"
"1317","0.76824","0.76824","0.76824"
"1318","0.7722","0.7722","0.7722"
"1319","0.7706","0.7706","0.7706"
"1320","0.77204","0.77204","0.77204"
"1321","0.771","0.771","0.771"
"1322","0.76576","0.76576","0.76576"
"1323","0.77292","0.77292","0.77292"
"1324","0.77108","0.77108","0.77108"
"1325","0.76704","0.76704","0.76704"
"1326","0.772","0.772","0.772"
"1327","0.76972","0.76972","0.76972"
"1328","0.76988","0.76988","0.76988"
"1329","0.77252","0.77252","0.77252"
"1330","0.77476","0.77476","0.77476"
"1331","0.77384","0.77384","0.77384"
"1332","0.77012","0.77012","0.77012"
"1333","0.76912","0.76912","0.76912"
"1334","0.76968","0.76968","0.76968"
"1335","0.76576","0.76576","0.76576"
"1336","0.77072","0.77072","0.77072"
"1337","0.77348","0.77348","0.77348"
"1338","0.76784","0.76784","0.76784"
"1339","0.7704","0.7704","0.7704"
"1340","0.77152","0.77152","0.77152"
"1341","0.77184","0.77184","0.77184"
"1342","0.77432","0.77432","0.77432"
"1343","0.76368","0.76368","0.76368"
"1344","0.76868","0.76868","0.76868"
"1345","0.76976","0.76976","0.76976"
"1346","0.77112","0.77112","0.77112"
"1347","0.77516","0.77516","0.77516"
"1348","0.77016","0.77016","0.77016"
"1349","0.77156","0.77156","0.77156"
"1350","0.76712","0.76712","0.76712"
"1351","0.77028","0.77028","0.77028"
"1352","0.7678","0.7678","0.7678"
"1353","0.7694","0.7694","0.7694"
"1354","0.7678","0.7678","0.7678"
"1355","0.76908","0.76908","0.76908"
"1356","0.77416","0.77416","0.77416"
"1357","0.7704","0.7704","0.7704"
"1358","0.7668","0.7668","0.7668"
"1359","0.76972","0.76972","0.76972"
"1360","0.76952","0.76952","0.76952"
"1361","0.77048","0.77048","0.77048"
"1362","0.77176","0.77176","0.77176"
"1363","0.7748","0.7748","0.7748"
"1364","0.77344","0.77344","0.77344"
"1365","0.7698","0.7698","0.7698"
"1366","0.76712","0.76712","0.76712"
"1367","0.7682","0.7682","0.7682"
"1368","0.76692","0.76692","0.76692"
"1369","0.77084","0.77084","0.77084"
"1370","0.76652","0.76652","0.76652"
"1371","0.7688","0.7688","0.7688"
"1372","0.77084","0.77084","0.77084"
"1373","0.77192","0.77192","0.77192"
"1374","0.76668","0.76668","0.76668"
"1375","0.76956","0.76956","0.76956"
"1376","0.7636","0.7636","0.7636"
"1377","0.77224","0.77224","0.77224"
"1378","0.76964","0.76964","0.76964"
"1379","0.76936","0.76936","0.76936"
"1380","0.77132","0.77132","0.77132"
"1381","0.76824","0.76824","0.76824"
"1382","0.76852","0.76852","0.76852"
"1383","0.76852","0.76852","0.76852"
"1384","0.76588","0.76588","0.76588"
"1385","0.77036","0.77036","0.77036"
"1386","0.76944","0.76944","0.76944"
"1387","0.77108","0.77108","0.77108"
"1388","0.76572","0.76572","0.76572"
"1389","0.76404","0.76404","0.76404"
"1390","0.77296","0.77296","0.77296"
"1391","0.7666","0.7666","0.7666"
"1392","0.77064","0.77064","0.77064"
"1393","0.76692","0.76692","0.76692"
"1394","0.77068","0.77068","0.77068"
"1395","0.76868","0.76868","0.76868"
"1396","0.76988","0.76988","0.76988"
"1397","0.7748","0.7748","0.7748"
"1398","0.76924","0.76924","0.76924"
"1399","0.76912","0.76912","0.76912"
"1400","0.49304","0.49304","0.49304"
"1401","0.49192","0.49192","0.49192"
"1402","0.50232","0.50232","0.50232"
"1403","0.51308","0.51308","0.51308"
"1404","0.50584","0.50584","0.50584"
"1405","0.50716","0.50716","0.50716"
"1406","0.50052","0.50052","0.50052"
"1407","0.4942","0.4942","0.4942"
"1408","0.49676","0.49676","0.49676"
"1409","0.49544","0.49544","0.49544"
"1410","0.67408","0.67408","0.67408"
"1411","0.70064","0.70064","0.70064"
"1412","0.71016","0.71016","0.71016"
"1413","0.70836","0.70836","0.70836"
"1414","0.76888","0.76888","0.76888"
"1415","0.77168","0.77168","0.77168"
"1416","0.74092","0.74092","0.74092"
"1417","0.742","0.742","0.742"
"1418","0.73092","0.73092","0.73092"
"1419","0.72736","0.72736","0.72736"
"1420","0.73736","0.73736","0.73736"
"1421","0.73","0.73","0.73"
"1422","0.75052","0.75052","0.75052"
"1423","0.75596","0.75596","0.75596"
"1424","0.7534","0.7534","0.7534"
"1425","0.74592","0.74592","0.74592"
"1426","0.74716","0.74716","0.74716"
"1427","0.75512","0.75512","0.75512"
"1428","0.75128","0.75128","0.75128"
"1429","0.74808","0.74808","0.74808"
"1430","0.74296","0.74296","0.74296"
"1431","0.74052","0.74052","0.74052"
"1432","0.75552","0.75552","0.75552"
