"Step","prior5-4cycle - train_metric","prior5-4cycle - train_metric__MIN","prior5-4cycle - train_metric__MAX"
"727","0.73376","0.73376","0.73376"
"728","0.73232","0.73232","0.73232"
"729","0.72832","0.72832","0.72832"
"730","0.73936","0.73936","0.73936"
"731","0.73976","0.73976","0.73976"
"732","0.73168","0.73168","0.73168"
"733","0.72504","0.72504","0.72504"
"734","0.73848","0.73848","0.73848"
"735","0.73432","0.73432","0.73432"
"736","0.74","0.74","0.74"
"737","0.73744","0.73744","0.73744"
"738","0.7356","0.7356","0.7356"
"739","0.75824","0.75824","0.75824"
"740","0.7624","0.7624","0.7624"
"741","0.7568","0.7568","0.7568"
"742","0.7616","0.7616","0.7616"
"743","0.754","0.754","0.754"
"744","0.75576","0.75576","0.75576"
"745","0.7564","0.7564","0.7564"
"746","0.7572","0.7572","0.7572"
"747","0.76328","0.76328","0.76328"
"748","0.76816","0.76816","0.76816"
"749","0.76232","0.76232","0.76232"
"750","0.76736","0.76736","0.76736"
"751","0.77328","0.77328","0.77328"
"752","0.76808","0.76808","0.76808"
"753","0.77104","0.77104","0.77104"
"754","0.76488","0.76488","0.76488"
"755","0.77168","0.77168","0.77168"
"756","0.766","0.766","0.766"
"757","0.7624","0.7624","0.7624"
"758","0.76344","0.76344","0.76344"
"759","0.76752","0.76752","0.76752"
"760","0.77096","0.77096","0.77096"
"761","0.77176","0.77176","0.77176"
"762","0.77824","0.77824","0.77824"
"763","0.77024","0.77024","0.77024"
"764","0.77472","0.77472","0.77472"
"765","0.76912","0.76912","0.76912"
"766","0.764","0.764","0.764"
"767","0.77104","0.77104","0.77104"
"768","0.7668","0.7668","0.7668"
"769","0.77752","0.77752","0.77752"
"770","0.77112","0.77112","0.77112"
"771","0.76856","0.76856","0.76856"
"772","0.76544","0.76544","0.76544"
"773","0.77432","0.77432","0.77432"
"774","0.77256","0.77256","0.77256"
"775","0.76872","0.76872","0.76872"
"776","0.77448","0.77448","0.77448"
"777","0.77312","0.77312","0.77312"
"778","0.77","0.77","0.77"
"779","0.76448","0.76448","0.76448"
"780","0.76544","0.76544","0.76544"
"781","0.76872","0.76872","0.76872"
"782","0.77312","0.77312","0.77312"
"783","0.77144","0.77144","0.77144"
"784","0.76992","0.76992","0.76992"
"785","0.76432","0.76432","0.76432"
"786","0.76408","0.76408","0.76408"
"787","0.77272","0.77272","0.77272"
"788","0.7744","0.7744","0.7744"
"789","0.78056","0.78056","0.78056"
"790","0.77616","0.77616","0.77616"
"791","0.76672","0.76672","0.76672"
"792","0.77768","0.77768","0.77768"
"793","0.77576","0.77576","0.77576"
"794","0.77536","0.77536","0.77536"
"795","0.77232","0.77232","0.77232"
"796","0.77384","0.77384","0.77384"
"797","0.7788","0.7788","0.7788"
"798","0.77848","0.77848","0.77848"
"799","0.77536","0.77536","0.77536"
"800","0.78208","0.78208","0.78208"
"801","0.7716","0.7716","0.7716"
"802","0.7724","0.7724","0.7724"
"803","0.77936","0.77936","0.77936"
"804","0.77552","0.77552","0.77552"
"805","0.77744","0.77744","0.77744"
"806","0.7764","0.7764","0.7764"
"807","0.7788","0.7788","0.7788"
"808","0.77696","0.77696","0.77696"
"809","0.77216","0.77216","0.77216"
"810","0.78224","0.78224","0.78224"
"811","0.7724","0.7724","0.7724"
"812","0.7764","0.7764","0.7764"
"813","0.77168","0.77168","0.77168"
"814","0.77624","0.77624","0.77624"
"815","0.77496","0.77496","0.77496"
"816","0.77136","0.77136","0.77136"
"817","0.77872","0.77872","0.77872"
"818","0.77224","0.77224","0.77224"
"819","0.77288","0.77288","0.77288"
"820","0.77992","0.77992","0.77992"
"821","0.78184","0.78184","0.78184"
"822","0.77856","0.77856","0.77856"
"823","0.77984","0.77984","0.77984"
"824","0.77664","0.77664","0.77664"
"825","0.77856","0.77856","0.77856"
"826","0.77216","0.77216","0.77216"
"827","0.77512","0.77512","0.77512"
"828","0.77664","0.77664","0.77664"
"829","0.77736","0.77736","0.77736"
"830","0.77376","0.77376","0.77376"
"831","0.77176","0.77176","0.77176"
"832","0.7764","0.7764","0.7764"
"833","0.7772","0.7772","0.7772"
"834","0.7704","0.7704","0.7704"
"835","0.78248","0.78248","0.78248"
"836","0.77392","0.77392","0.77392"
"837","0.77552","0.77552","0.77552"
"838","0.78032","0.78032","0.78032"
"839","0.77688","0.77688","0.77688"
"840","0.7816","0.7816","0.7816"
"841","0.78016","0.78016","0.78016"
"842","0.77008","0.77008","0.77008"
"843","0.77952","0.77952","0.77952"
"844","0.77792","0.77792","0.77792"
"845","0.77976","0.77976","0.77976"
"846","0.77856","0.77856","0.77856"
"847","0.77368","0.77368","0.77368"
"848","0.76832","0.76832","0.76832"
"849","0.76976","0.76976","0.76976"
"850","0.77848","0.77848","0.77848"
"851","0.7812","0.7812","0.7812"
"852","0.77608","0.77608","0.77608"
"853","0.77776","0.77776","0.77776"
"854","0.77696","0.77696","0.77696"
"855","0.77288","0.77288","0.77288"
"856","0.77368","0.77368","0.77368"
"857","0.77464","0.77464","0.77464"
"858","0.77304","0.77304","0.77304"
"859","0.77368","0.77368","0.77368"
"860","0.7748","0.7748","0.7748"
"861","0.77096","0.77096","0.77096"
"862","0.77816","0.77816","0.77816"
"863","0.77376","0.77376","0.77376"
"864","0.7756","0.7756","0.7756"
"865","0.77632","0.77632","0.77632"
"866","0.77768","0.77768","0.77768"
"867","0.77296","0.77296","0.77296"
"868","0.77488","0.77488","0.77488"
"869","0.77632","0.77632","0.77632"
"870","0.7752","0.7752","0.7752"
"871","0.77232","0.77232","0.77232"
"872","0.77136","0.77136","0.77136"
"873","0.7684","0.7684","0.7684"
"874","0.77288","0.77288","0.77288"
"875","0.7772","0.7772","0.7772"
"876","0.77528","0.77528","0.77528"
"877","0.77536","0.77536","0.77536"
"878","0.77816","0.77816","0.77816"
"879","0.77976","0.77976","0.77976"
"880","0.77664","0.77664","0.77664"
"881","0.77872","0.77872","0.77872"
"882","0.77568","0.77568","0.77568"
"883","0.77448","0.77448","0.77448"
"884","0.77488","0.77488","0.77488"
"885","0.7744","0.7744","0.7744"
"886","0.77384","0.77384","0.77384"
"887","0.78088","0.78088","0.78088"
"888","0.7772","0.7772","0.7772"
"889","0.77544","0.77544","0.77544"
"890","0.77","0.77","0.77"
"891","0.77672","0.77672","0.77672"
"892","0.77136","0.77136","0.77136"
"893","0.7728","0.7728","0.7728"
"894","0.7788","0.7788","0.7788"
"895","0.76616","0.76616","0.76616"
"896","0.77784","0.77784","0.77784"
"897","0.77752","0.77752","0.77752"
"898","0.78328","0.78328","0.78328"
"899","0.78424","0.78424","0.78424"
"900","0.78008","0.78008","0.78008"
"901","0.77848","0.77848","0.77848"
"902","0.778","0.778","0.778"
"903","0.77272","0.77272","0.77272"
"904","0.77872","0.77872","0.77872"
"905","0.7728","0.7728","0.7728"
"906","0.7684","0.7684","0.7684"
"907","0.77496","0.77496","0.77496"
"908","0.77688","0.77688","0.77688"
"909","0.77192","0.77192","0.77192"
"910","0.77088","0.77088","0.77088"
"911","0.7808","0.7808","0.7808"
"912","0.76656","0.76656","0.76656"
"913","0.77848","0.77848","0.77848"
"914","0.77552","0.77552","0.77552"
"915","0.78384","0.78384","0.78384"
"916","0.77352","0.77352","0.77352"
"917","0.77472","0.77472","0.77472"
"918","0.77344","0.77344","0.77344"
"919","0.77384","0.77384","0.77384"
"920","0.77968","0.77968","0.77968"
"921","0.77896","0.77896","0.77896"
"922","0.77448","0.77448","0.77448"
"923","0.7776","0.7776","0.7776"
"924","0.77528","0.77528","0.77528"
"925","0.7748","0.7748","0.7748"
"926","0.77808","0.77808","0.77808"
"927","0.7752","0.7752","0.7752"
"928","0.77488","0.77488","0.77488"
"929","0.76848","0.76848","0.76848"
"930","0.77784","0.77784","0.77784"
"931","0.7748","0.7748","0.7748"
"932","0.77416","0.77416","0.77416"
"933","0.77496","0.77496","0.77496"
"934","0.77568","0.77568","0.77568"
"935","0.778","0.778","0.778"
"936","0.77808","0.77808","0.77808"
"937","0.77736","0.77736","0.77736"
"938","0.77968","0.77968","0.77968"
"939","0.78096","0.78096","0.78096"
"940","0.77552","0.77552","0.77552"
"941","0.77296","0.77296","0.77296"
"942","0.77736","0.77736","0.77736"
"943","0.77104","0.77104","0.77104"
"944","0.77256","0.77256","0.77256"
"945","0.7772","0.7772","0.7772"
"946","0.7784","0.7784","0.7784"
"947","0.77632","0.77632","0.77632"
"948","0.76872","0.76872","0.76872"
"949","0.77848","0.77848","0.77848"
"950","0.77856","0.77856","0.77856"
"951","0.78048","0.78048","0.78048"
"952","0.77952","0.77952","0.77952"
"953","0.7768","0.7768","0.7768"
"954","0.7788","0.7788","0.7788"
"955","0.77752","0.77752","0.77752"
"956","0.77584","0.77584","0.77584"
"957","0.77784","0.77784","0.77784"
"958","0.78088","0.78088","0.78088"
"959","0.77688","0.77688","0.77688"
"960","0.77584","0.77584","0.77584"
"961","0.77072","0.77072","0.77072"
"962","0.77672","0.77672","0.77672"
"963","0.77992","0.77992","0.77992"
"964","0.77968","0.77968","0.77968"
"965","0.77304","0.77304","0.77304"
"966","0.76544","0.76544","0.76544"
"967","0.77368","0.77368","0.77368"
"968","0.77712","0.77712","0.77712"
"969","0.77928","0.77928","0.77928"
"970","0.76936","0.76936","0.76936"
"971","0.77096","0.77096","0.77096"
"972","0.76816","0.76816","0.76816"
"973","0.77888","0.77888","0.77888"
"974","0.77264","0.77264","0.77264"
"975","0.77136","0.77136","0.77136"
"976","0.77088","0.77088","0.77088"
"977","0.77936","0.77936","0.77936"
"978","0.77384","0.77384","0.77384"
"979","0.78096","0.78096","0.78096"
"980","0.77928","0.77928","0.77928"
"981","0.78064","0.78064","0.78064"
"982","0.77536","0.77536","0.77536"
"983","0.77728","0.77728","0.77728"
"984","0.77648","0.77648","0.77648"
"985","0.78048","0.78048","0.78048"
"986","0.77984","0.77984","0.77984"
"987","0.77848","0.77848","0.77848"
"988","0.77712","0.77712","0.77712"
"989","0.77392","0.77392","0.77392"
"990","0.77112","0.77112","0.77112"
"991","0.7712","0.7712","0.7712"
"992","0.77584","0.77584","0.77584"
"993","0.7732","0.7732","0.7732"
"994","0.78096","0.78096","0.78096"
"995","0.76664","0.76664","0.76664"
"996","0.77776","0.77776","0.77776"
"997","0.77376","0.77376","0.77376"
"998","0.7776","0.7776","0.7776"
"999","0.77072","0.77072","0.77072"
"1000","0.77376","0.77376","0.77376"
"1001","0.77712","0.77712","0.77712"
"1002","0.77904","0.77904","0.77904"
"1003","0.78104","0.78104","0.78104"
"1004","0.7844","0.7844","0.7844"
"1005","0.78072","0.78072","0.78072"
"1006","0.76816","0.76816","0.76816"
"1007","0.774","0.774","0.774"
"1008","0.7804","0.7804","0.7804"
"1009","0.77744","0.77744","0.77744"
"1010","0.77488","0.77488","0.77488"
"1011","0.77888","0.77888","0.77888"
"1012","0.77512","0.77512","0.77512"
"1013","0.77832","0.77832","0.77832"
"1014","0.77672","0.77672","0.77672"
"1015","0.77768","0.77768","0.77768"
"1016","0.77712","0.77712","0.77712"
"1017","0.77056","0.77056","0.77056"
"1018","0.77952","0.77952","0.77952"
"1019","0.77688","0.77688","0.77688"
"1020","0.78056","0.78056","0.78056"
"1021","0.77344","0.77344","0.77344"
"1022","0.77208","0.77208","0.77208"
"1023","0.77592","0.77592","0.77592"
"1024","0.78056","0.78056","0.78056"
"1025","0.77896","0.77896","0.77896"
"1026","0.77936","0.77936","0.77936"
"1027","0.7772","0.7772","0.7772"
"1028","0.78016","0.78016","0.78016"
"1029","0.7736","0.7736","0.7736"
"1030","0.77576","0.77576","0.77576"
"1031","0.77736","0.77736","0.77736"
"1032","0.7812","0.7812","0.7812"
"1033","0.77872","0.77872","0.77872"
"1034","0.77936","0.77936","0.77936"
"1035","0.77184","0.77184","0.77184"
"1036","0.77488","0.77488","0.77488"
"1037","0.78024","0.78024","0.78024"
"1038","0.7796","0.7796","0.7796"
"1039","0.77712","0.77712","0.77712"
"1040","0.77416","0.77416","0.77416"
"1041","0.77872","0.77872","0.77872"
"1042","0.77312","0.77312","0.77312"
"1043","0.77448","0.77448","0.77448"
"1044","0.77448","0.77448","0.77448"
"1045","0.76872","0.76872","0.76872"
"1046","0.77464","0.77464","0.77464"
"1047","0.77032","0.77032","0.77032"
"1048","0.77896","0.77896","0.77896"
"1049","0.78296","0.78296","0.78296"
"1050","0.77624","0.77624","0.77624"
"1051","0.77496","0.77496","0.77496"
"1052","0.7768","0.7768","0.7768"
"1053","0.7792","0.7792","0.7792"
"1054","0.76872","0.76872","0.76872"
"1055","0.77408","0.77408","0.77408"
"1056","0.77568","0.77568","0.77568"
"1057","0.77336","0.77336","0.77336"
"1058","0.77376","0.77376","0.77376"
"1059","0.77456","0.77456","0.77456"
"1060","0.77312","0.77312","0.77312"
"1061","0.77696","0.77696","0.77696"
"1062","0.77992","0.77992","0.77992"
"1063","0.7748","0.7748","0.7748"
"1064","0.7724","0.7724","0.7724"
"1065","0.77688","0.77688","0.77688"
"1066","0.77552","0.77552","0.77552"
"1067","0.77136","0.77136","0.77136"
"1068","0.77784","0.77784","0.77784"
"1069","0.7792","0.7792","0.7792"
"1070","0.77648","0.77648","0.77648"
"1071","0.77704","0.77704","0.77704"
"1072","0.77616","0.77616","0.77616"
"1073","0.77008","0.77008","0.77008"
"1074","0.78056","0.78056","0.78056"
"1075","0.76944","0.76944","0.76944"
"1076","0.77168","0.77168","0.77168"
"1077","0.78368","0.78368","0.78368"
"1078","0.77544","0.77544","0.77544"
"1079","0.78056","0.78056","0.78056"
"1080","0.77272","0.77272","0.77272"
"1081","0.77936","0.77936","0.77936"
"1082","0.77704","0.77704","0.77704"
"1083","0.77152","0.77152","0.77152"
"1084","0.77832","0.77832","0.77832"
"1085","0.77448","0.77448","0.77448"
"1086","0.774","0.774","0.774"
"1087","0.77504","0.77504","0.77504"
"1088","0.77792","0.77792","0.77792"
"1089","0.778","0.778","0.778"
"1090","0.77368","0.77368","0.77368"
"1091","0.77912","0.77912","0.77912"
"1092","0.77408","0.77408","0.77408"
"1093","0.77456","0.77456","0.77456"
"1094","0.7708","0.7708","0.7708"
"1095","0.77248","0.77248","0.77248"
"1096","0.77952","0.77952","0.77952"
"1097","0.77592","0.77592","0.77592"
"1098","0.7624","0.7624","0.7624"
"1099","0.77096","0.77096","0.77096"
"1100","0.774","0.774","0.774"
"1101","0.77944","0.77944","0.77944"
"1102","0.77296","0.77296","0.77296"
"1103","0.77088","0.77088","0.77088"
"1104","0.78144","0.78144","0.78144"
"1105","0.77952","0.77952","0.77952"
"1106","0.77184","0.77184","0.77184"
"1107","0.77872","0.77872","0.77872"
"1108","0.77448","0.77448","0.77448"
"1109","0.77704","0.77704","0.77704"
"1110","0.77888","0.77888","0.77888"
"1111","0.77608","0.77608","0.77608"
"1112","0.77168","0.77168","0.77168"
"1113","0.77432","0.77432","0.77432"
"1114","0.76792","0.76792","0.76792"
"1115","0.77688","0.77688","0.77688"
"1116","0.77584","0.77584","0.77584"
"1117","0.77144","0.77144","0.77144"
"1118","0.77344","0.77344","0.77344"
"1119","0.77928","0.77928","0.77928"
"1120","0.77312","0.77312","0.77312"
"1121","0.77592","0.77592","0.77592"
"1122","0.78104","0.78104","0.78104"
"1123","0.77512","0.77512","0.77512"
"1124","0.78312","0.78312","0.78312"
"1125","0.77312","0.77312","0.77312"
"1126","0.77888","0.77888","0.77888"
"1127","0.7768","0.7768","0.7768"
"1128","0.77288","0.77288","0.77288"
"1129","0.77656","0.77656","0.77656"
"1130","0.77208","0.77208","0.77208"
"1131","0.77224","0.77224","0.77224"
"1132","0.77648","0.77648","0.77648"
"1133","0.77896","0.77896","0.77896"
"1134","0.77968","0.77968","0.77968"
"1135","0.77888","0.77888","0.77888"
"1136","0.7752","0.7752","0.7752"
"1137","0.77504","0.77504","0.77504"
"1138","0.78008","0.78008","0.78008"
"1139","0.77528","0.77528","0.77528"
"1140","0.77432","0.77432","0.77432"
"1141","0.77528","0.77528","0.77528"
"1142","0.78232","0.78232","0.78232"
"1143","0.77152","0.77152","0.77152"
"1144","0.78232","0.78232","0.78232"
"1145","0.77064","0.77064","0.77064"
"1146","0.77608","0.77608","0.77608"
"1147","0.77832","0.77832","0.77832"
"1148","0.77736","0.77736","0.77736"
"1149","0.77656","0.77656","0.77656"
"1150","0.77968","0.77968","0.77968"
"1151","0.77824","0.77824","0.77824"
"1152","0.77056","0.77056","0.77056"
"1153","0.7816","0.7816","0.7816"
"1154","0.776","0.776","0.776"
"1155","0.77888","0.77888","0.77888"
"1156","0.77528","0.77528","0.77528"
"1157","0.78008","0.78008","0.78008"
"1158","0.77904","0.77904","0.77904"
"1159","0.77248","0.77248","0.77248"
"1160","0.77776","0.77776","0.77776"
"1161","0.77504","0.77504","0.77504"
"1162","0.77816","0.77816","0.77816"
"1163","0.77328","0.77328","0.77328"
"1164","0.77496","0.77496","0.77496"
"1165","0.77576","0.77576","0.77576"
"1166","0.77184","0.77184","0.77184"
"1167","0.76352","0.76352","0.76352"
"1168","0.77672","0.77672","0.77672"
"1169","0.77792","0.77792","0.77792"
"1170","0.776","0.776","0.776"
"1171","0.77584","0.77584","0.77584"
"1172","0.77536","0.77536","0.77536"
"1173","0.77896","0.77896","0.77896"
"1174","0.776","0.776","0.776"
"1175","0.77496","0.77496","0.77496"
"1176","0.77984","0.77984","0.77984"
"1177","0.77784","0.77784","0.77784"
"1178","0.77272","0.77272","0.77272"
"1179","0.77584","0.77584","0.77584"
"1180","0.774","0.774","0.774"
"1181","0.78416","0.78416","0.78416"
"1182","0.7732","0.7732","0.7732"
"1183","0.77144","0.77144","0.77144"
"1184","0.77728","0.77728","0.77728"
"1185","0.7756","0.7756","0.7756"
"1186","0.7724","0.7724","0.7724"
"1187","0.7756","0.7756","0.7756"
"1188","0.77808","0.77808","0.77808"
"1189","0.77616","0.77616","0.77616"
"1190","0.7816","0.7816","0.7816"
"1191","0.78024","0.78024","0.78024"
"1192","0.76824","0.76824","0.76824"
"1193","0.77728","0.77728","0.77728"
"1194","0.77672","0.77672","0.77672"
"1195","0.77496","0.77496","0.77496"
"1196","0.77408","0.77408","0.77408"
"1197","0.77688","0.77688","0.77688"
"1198","0.77104","0.77104","0.77104"
"1199","0.77328","0.77328","0.77328"
"1200","0.774","0.774","0.774"
"1201","0.77472","0.77472","0.77472"
"1202","0.77208","0.77208","0.77208"
"1203","0.77712","0.77712","0.77712"
"1204","0.77408","0.77408","0.77408"
"1205","0.77456","0.77456","0.77456"
"1206","0.77496","0.77496","0.77496"
"1207","0.77696","0.77696","0.77696"
"1208","0.77504","0.77504","0.77504"
"1209","0.78312","0.78312","0.78312"
"1210","0.77888","0.77888","0.77888"
"1211","0.7748","0.7748","0.7748"
"1212","0.77688","0.77688","0.77688"
"1213","0.77408","0.77408","0.77408"
"1214","0.77416","0.77416","0.77416"
"1215","0.77832","0.77832","0.77832"
"1216","0.77768","0.77768","0.77768"
"1217","0.77504","0.77504","0.77504"
"1218","0.7728","0.7728","0.7728"
"1219","0.77624","0.77624","0.77624"
"1220","0.76928","0.76928","0.76928"
"1221","0.77624","0.77624","0.77624"
"1222","0.77328","0.77328","0.77328"
"1223","0.7748","0.7748","0.7748"
"1224","0.77896","0.77896","0.77896"
"1225","0.78048","0.78048","0.78048"
"1226","0.77648","0.77648","0.77648"
"1227","0.7708","0.7708","0.7708"
"1228","0.7664","0.7664","0.7664"
"1229","0.7788","0.7788","0.7788"
"1230","0.7744","0.7744","0.7744"
"1231","0.76912","0.76912","0.76912"
"1232","0.7796","0.7796","0.7796"
"1233","0.77216","0.77216","0.77216"
"1234","0.77176","0.77176","0.77176"
"1235","0.7772","0.7772","0.7772"
"1236","0.77088","0.77088","0.77088"
"1237","0.77176","0.77176","0.77176"
"1238","0.77616","0.77616","0.77616"
"1239","0.77288","0.77288","0.77288"
"1240","0.7728","0.7728","0.7728"
"1241","0.76896","0.76896","0.76896"
"1242","0.77128","0.77128","0.77128"
"1243","0.77496","0.77496","0.77496"
"1244","0.77312","0.77312","0.77312"
"1245","0.76912","0.76912","0.76912"
"1246","0.77248","0.77248","0.77248"
"1247","0.77448","0.77448","0.77448"
"1248","0.7744","0.7744","0.7744"
"1249","0.76664","0.76664","0.76664"
"1250","0.7772","0.7772","0.7772"
"1251","0.77528","0.77528","0.77528"
"1252","0.77792","0.77792","0.77792"
"1253","0.77216","0.77216","0.77216"
"1254","0.77336","0.77336","0.77336"
"1255","0.77584","0.77584","0.77584"
"1256","0.77856","0.77856","0.77856"
"1257","0.77832","0.77832","0.77832"
"1258","0.7796","0.7796","0.7796"
"1259","0.77744","0.77744","0.77744"
"1260","0.77136","0.77136","0.77136"
"1261","0.77584","0.77584","0.77584"
"1262","0.77296","0.77296","0.77296"
"1263","0.7756","0.7756","0.7756"
"1264","0.7812","0.7812","0.7812"
"1265","0.77064","0.77064","0.77064"
"1266","0.77976","0.77976","0.77976"
"1267","0.78152","0.78152","0.78152"
"1268","0.77336","0.77336","0.77336"
"1269","0.77984","0.77984","0.77984"
"1270","0.772","0.772","0.772"
"1271","0.7788","0.7788","0.7788"
"1272","0.77176","0.77176","0.77176"
"1273","0.76952","0.76952","0.76952"
"1274","0.77352","0.77352","0.77352"
"1275","0.77464","0.77464","0.77464"
"1276","0.77944","0.77944","0.77944"
"1277","0.77632","0.77632","0.77632"
"1278","0.7756","0.7756","0.7756"
"1279","0.78216","0.78216","0.78216"
"1280","0.78072","0.78072","0.78072"
"1281","0.77648","0.77648","0.77648"
"1282","0.77776","0.77776","0.77776"
"1283","0.77848","0.77848","0.77848"
"1284","0.77976","0.77976","0.77976"
"1285","0.7768","0.7768","0.7768"
"1286","0.7744","0.7744","0.7744"
"1287","0.77168","0.77168","0.77168"
"1288","0.77904","0.77904","0.77904"
"1289","0.77528","0.77528","0.77528"
"1290","0.77688","0.77688","0.77688"
"1291","0.77176","0.77176","0.77176"
"1292","0.77848","0.77848","0.77848"
"1293","0.7764","0.7764","0.7764"
"1294","0.77504","0.77504","0.77504"
"1295","0.77744","0.77744","0.77744"
"1296","0.77168","0.77168","0.77168"
"1297","0.77472","0.77472","0.77472"
"1298","0.76944","0.76944","0.76944"
"1299","0.7716","0.7716","0.7716"
"1300","0.77856","0.77856","0.77856"
"1301","0.77288","0.77288","0.77288"
"1302","0.77488","0.77488","0.77488"
"1303","0.77264","0.77264","0.77264"
"1304","0.76912","0.76912","0.76912"
"1305","0.77672","0.77672","0.77672"
"1306","0.77536","0.77536","0.77536"
"1307","0.77648","0.77648","0.77648"
"1308","0.78064","0.78064","0.78064"
"1309","0.77872","0.77872","0.77872"
"1310","0.77336","0.77336","0.77336"
"1311","0.77632","0.77632","0.77632"
"1312","0.77744","0.77744","0.77744"
"1313","0.77272","0.77272","0.77272"
"1314","0.77544","0.77544","0.77544"
"1315","0.77672","0.77672","0.77672"
"1316","0.77552","0.77552","0.77552"
"1317","0.77696","0.77696","0.77696"
"1318","0.77056","0.77056","0.77056"
"1319","0.77024","0.77024","0.77024"
"1320","0.7772","0.7772","0.7772"
"1321","0.78264","0.78264","0.78264"
"1322","0.77608","0.77608","0.77608"
"1323","0.78152","0.78152","0.78152"
"1324","0.77672","0.77672","0.77672"
"1325","0.77808","0.77808","0.77808"
"1326","0.77832","0.77832","0.77832"
"1327","0.7768","0.7768","0.7768"
"1328","0.7772","0.7772","0.7772"
"1329","0.78056","0.78056","0.78056"
"1330","0.77696","0.77696","0.77696"
"1331","0.78392","0.78392","0.78392"
"1332","0.78712","0.78712","0.78712"
"1333","0.77456","0.77456","0.77456"
"1334","0.77392","0.77392","0.77392"
"1335","0.78304","0.78304","0.78304"
"1336","0.77968","0.77968","0.77968"
"1337","0.78016","0.78016","0.78016"
"1338","0.77704","0.77704","0.77704"
"1339","0.77176","0.77176","0.77176"
"1340","0.77552","0.77552","0.77552"
"1341","0.77304","0.77304","0.77304"
"1342","0.77272","0.77272","0.77272"
"1343","0.77664","0.77664","0.77664"
"1344","0.77392","0.77392","0.77392"
"1345","0.7736","0.7736","0.7736"
"1346","0.78272","0.78272","0.78272"
"1347","0.77024","0.77024","0.77024"
"1348","0.77368","0.77368","0.77368"
"1349","0.77184","0.77184","0.77184"
"1350","0.7788","0.7788","0.7788"
"1351","0.77784","0.77784","0.77784"
"1352","0.77776","0.77776","0.77776"
"1353","0.78176","0.78176","0.78176"
"1354","0.77232","0.77232","0.77232"
"1355","0.77608","0.77608","0.77608"
"1356","0.77432","0.77432","0.77432"
"1357","0.76872","0.76872","0.76872"
"1358","0.77816","0.77816","0.77816"
"1359","0.7748","0.7748","0.7748"
"1360","0.77472","0.77472","0.77472"
"1361","0.77056","0.77056","0.77056"
"1362","0.77368","0.77368","0.77368"
"1363","0.7744","0.7744","0.7744"
"1364","0.7736","0.7736","0.7736"
"1365","0.78","0.78","0.78"
"1366","0.77816","0.77816","0.77816"
"1367","0.77456","0.77456","0.77456"
"1368","0.7752","0.7752","0.7752"
"1369","0.77552","0.77552","0.77552"
"1370","0.7724","0.7724","0.7724"
"1371","0.776","0.776","0.776"
"1372","0.77032","0.77032","0.77032"
"1373","0.77136","0.77136","0.77136"
"1374","0.7804","0.7804","0.7804"
"1375","0.78","0.78","0.78"
"1376","0.77552","0.77552","0.77552"
"1377","0.77824","0.77824","0.77824"
"1378","0.77664","0.77664","0.77664"
"1379","0.77528","0.77528","0.77528"
"1380","0.77304","0.77304","0.77304"
"1381","0.77424","0.77424","0.77424"
"1382","0.77872","0.77872","0.77872"
"1383","0.77192","0.77192","0.77192"
"1384","0.76808","0.76808","0.76808"
"1385","0.7736","0.7736","0.7736"
"1386","0.77808","0.77808","0.77808"
"1387","0.77992","0.77992","0.77992"
"1388","0.77936","0.77936","0.77936"
"1389","0.76992","0.76992","0.76992"
"1390","0.772","0.772","0.772"
"1391","0.77688","0.77688","0.77688"
"1392","0.77128","0.77128","0.77128"
"1393","0.776","0.776","0.776"
"1394","0.77856","0.77856","0.77856"
"1395","0.77528","0.77528","0.77528"
"1396","0.7708","0.7708","0.7708"
"1397","0.77584","0.77584","0.77584"
"1398","0.77144","0.77144","0.77144"
"1399","0.76888","0.76888","0.76888"
"1400","0.29704","0.29704","0.29704"
"1401","0.47176","0.47176","0.47176"
"1402","0.48824","0.48824","0.48824"
"1403","0.4968","0.4968","0.4968"
"1404","0.50064","0.50064","0.50064"
"1405","0.73216","0.73216","0.73216"
"1406","0.7216","0.7216","0.7216"
"1407","0.72896","0.72896","0.72896"
"1408","0.72136","0.72136","0.72136"
"1409","0.7124","0.7124","0.7124"
"1410","0.71464","0.71464","0.71464"
"1411","0.71264","0.71264","0.71264"
"1412","0.70712","0.70712","0.70712"
"1413","0.69416","0.69416","0.69416"
"1414","0.69104","0.69104","0.69104"
"1415","0.69824","0.69824","0.69824"
"1416","0.7","0.7","0.7"
"1417","0.69432","0.69432","0.69432"
"1418","0.69816","0.69816","0.69816"
"1419","0.70664","0.70664","0.70664"
"1420","0.72176","0.72176","0.72176"
"1421","0.72312","0.72312","0.72312"
"1422","0.72928","0.72928","0.72928"
"1423","0.72968","0.72968","0.72968"
"1424","0.72584","0.72584","0.72584"
"1425","0.73224","0.73224","0.73224"
"1426","0.72792","0.72792","0.72792"
"1427","0.73408","0.73408","0.73408"
"1428","0.7368","0.7368","0.7368"
"1429","0.73512","0.73512","0.73512"
"1430","0.73344","0.73344","0.73344"
"1431","0.73824","0.73824","0.73824"
"1432","0.7236","0.7236","0.7236"
"1433","0.74776","0.74776","0.74776"
"1434","0.75888","0.75888","0.75888"
"1435","0.75856","0.75856","0.75856"
"1436","0.75824","0.75824","0.75824"
"1437","0.76016","0.76016","0.76016"
"1438","0.76784","0.76784","0.76784"
"1439","0.75344","0.75344","0.75344"
"1440","0.75896","0.75896","0.75896"
